date,state,district,pincode,bio_age_5_17,bio_age_17_
13-11-2025,Tamil Nadu,Chennai,600125,0,1
13-11-2025,Tamil Nadu,Chennai,600129,16,1
14-11-2025,Tamil Nadu,Chennai,600002,11,12
14-11-2025,Tamil Nadu,Chennai,600007,3,8
14-11-2025,Tamil Nadu,Chennai,600012,39,40
14-11-2025,Tamil Nadu,Chennai,600020,16,4
14-11-2025,Tamil Nadu,Chennai,600029,7,10
14-11-2025,Tamil Nadu,Chennai,600037,0,1
14-11-2025,Tamil Nadu,Chennai,600041,20,19
14-11-2025,Tamil Nadu,Chennai,600042,43,16
14-11-2025,Tamil Nadu,Chennai,600080,0,1
14-11-2025,Tamil Nadu,Chennai,600082,19,11
14-11-2025,Tamil Nadu,Chennai,600083,21,14
14-11-2025,Tamil Nadu,Chennai,600085,10,11
14-11-2025,Tamil Nadu,Chennai,600116,1,2
14-11-2025,Tamil Nadu,Chennai,600129,4,3
15-11-2025,Tamil Nadu,Chennai,600001,52,23
15-11-2025,Tamil Nadu,Chennai,600003,3,5
15-11-2025,Tamil Nadu,Chennai,600006,7,2
15-11-2025,Tamil Nadu,Chennai,600011,28,18
15-11-2025,Tamil Nadu,Chennai,600012,54,31
15-11-2025,Tamil Nadu,Chennai,600019,1,0
15-11-2025,Tamil Nadu,Chennai,600023,13,12
15-11-2025,Tamil Nadu,Chennai,600024,29,11
15-11-2025,Tamil Nadu,Chennai,600031,5,4
15-11-2025,Tamil Nadu,Chennai,600058,0,1
15-11-2025,Tamil Nadu,Chennai,600078,51,23
15-11-2025,Tamil Nadu,Chennai,600082,24,11
15-11-2025,Tamil Nadu,Chennai,600084,0,1
15-11-2025,Tamil Nadu,Chennai,600085,9,6
15-11-2025,Tamil Nadu,Chennai,600090,4,1
15-11-2025,Tamil Nadu,Chennai,600091,12,2
15-11-2025,Tamil Nadu,Chennai,600092,21,15
15-11-2025,Tamil Nadu,Chennai,600102,8,1
15-11-2025,Tamil Nadu,Chennai,600108,1,1
15-11-2025,Tamil Nadu,Chennai,600116,2,0
08-11-2025,Tamil Nadu,Chennai,600003,7,1
08-11-2025,Tamil Nadu,Chennai,600006,10,3
08-11-2025,Tamil Nadu,Chennai,600008,3,2
08-11-2025,Tamil Nadu,Chennai,600013,33,15
08-11-2025,Tamil Nadu,Chennai,600014,23,10
08-11-2025,Tamil Nadu,Chennai,600021,51,29
08-11-2025,Tamil Nadu,Chennai,600023,32,15
08-11-2025,Tamil Nadu,Chennai,600024,19,3
08-11-2025,Tamil Nadu,Chennai,600032,15,10
08-11-2025,Tamil Nadu,Chennai,600040,29,11
08-11-2025,Tamil Nadu,Chennai,600049,22,8
08-11-2025,Tamil Nadu,Chennai,600093,22,6
08-11-2025,Tamil Nadu,Chennai,600118,40,15
08-11-2025,Tamil Nadu,Chennai,600119,8,1
10-11-2025,Tamil Nadu,Chennai,600004,26,7
10-11-2025,Tamil Nadu,Chennai,600013,21,27
10-11-2025,Tamil Nadu,Chennai,600016,1,1
10-11-2025,Tamil Nadu,Chennai,600039,9,32
10-11-2025,Tamil Nadu,Chennai,600041,20,14
10-11-2025,Tamil Nadu,Chennai,600085,4,7
10-11-2025,Tamil Nadu,Chennai,600092,9,16
10-11-2025,Tamil Nadu,Chennai,600093,5,3
10-11-2025,Tamil Nadu,Chennai,600099,1,0
10-11-2025,Tamil Nadu,Chennai,600115,1,1
10-11-2025,Tamil Nadu,Chennai,600119,5,2
09-11-2025,Tamil Nadu,Chennai,600003,2,0
09-11-2025,Tamil Nadu,Chennai,600012,3,2
09-11-2025,Tamil Nadu,Chennai,600019,0,1
09-11-2025,Tamil Nadu,Chennai,600084,0,1
12-11-2025,Tamil Nadu,Chennai,600009,2,0
12-11-2025,Tamil Nadu,Chennai,600015,15,25
12-11-2025,Tamil Nadu,Chennai,600023,18,37
12-11-2025,Tamil Nadu,Chennai,600032,28,4
12-11-2025,Tamil Nadu,Chennai,600038,4,0
12-11-2025,Tamil Nadu,Chennai,600040,17,15
12-11-2025,Tamil Nadu,Chennai,600060,0,1
12-11-2025,Tamil Nadu,Chennai,600100,3,2
12-11-2025,Tamil Nadu,Chennai,600102,5,5
12-11-2025,Tamil Nadu,Chennai,600106,4,23
12-11-2025,Tamil Nadu,Chennai,600113,12,2
12-11-2025,Tamil Nadu,Chennai,600116,1,0
12-11-2025,Tamil Nadu,Chennai,600129,1,1
11-11-2025,Tamil Nadu,Chennai,600009,0,3
11-11-2025,Tamil Nadu,Chennai,600023,18,27
11-11-2025,Tamil Nadu,Chennai,600024,5,13
11-11-2025,Tamil Nadu,Chennai,600026,12,2
11-11-2025,Tamil Nadu,Chennai,600039,31,20
11-11-2025,Tamil Nadu,Chennai,600078,18,17
11-11-2025,Tamil Nadu,Chennai,600081,22,40
11-11-2025,Tamil Nadu,Chennai,600084,3,3
11-11-2025,Tamil Nadu,Chennai,600091,2,5
11-11-2025,Tamil Nadu,Chennai,600093,10,10
11-11-2025,Tamil Nadu,Chennai,600097,5,3
11-11-2025,Tamil Nadu,Chennai,600102,1,3
11-11-2025,Tamil Nadu,Chennai,600107,6,5
26-11-2025,Tamil Nadu,Chennai,600008,4,2
26-11-2025,Tamil Nadu,Chennai,600015,58,20
26-11-2025,Tamil Nadu,Chennai,600016,4,0
26-11-2025,Tamil Nadu,Chennai,600023,18,39
26-11-2025,Tamil Nadu,Chennai,600026,22,5
26-11-2025,Tamil Nadu,Chennai,600028,16,7
26-11-2025,Tamil Nadu,Chennai,600031,17,4
26-11-2025,Tamil Nadu,Chennai,600061,1,1
26-11-2025,Tamil Nadu,Chennai,600081,48,19
26-11-2025,Tamil Nadu,Chennai,600091,1,2
26-11-2025,Tamil Nadu,Chennai,600095,0,2
26-11-2025,Tamil Nadu,Chennai,600096,3,0
26-11-2025,Tamil Nadu,Chennai,600099,1,0
26-11-2025,Tamil Nadu,Chennai,600112,3,4
16-11-2025,Tamil Nadu,Chennai,600015,3,2
16-11-2025,Tamil Nadu,Chennai,600092,2,2
17-11-2025,Tamil Nadu,Chennai,600002,21,23
17-11-2025,Tamil Nadu,Chennai,600009,3,0
17-11-2025,Tamil Nadu,Chennai,600011,18,23
17-11-2025,Tamil Nadu,Chennai,600013,16,21
17-11-2025,Tamil Nadu,Chennai,600014,15,9
17-11-2025,Tamil Nadu,Chennai,600015,26,12
17-11-2025,Tamil Nadu,Chennai,600023,18,33
17-11-2025,Tamil Nadu,Chennai,600024,10,11
17-11-2025,Tamil Nadu,Chennai,600026,13,8
17-11-2025,Tamil Nadu,Chennai,600030,7,10
17-11-2025,Tamil Nadu,Chennai,600033,12,9
17-11-2025,Tamil Nadu,Chennai,600037,0,1
17-11-2025,Tamil Nadu,Chennai,600061,1,2
17-11-2025,Tamil Nadu,Chennai,600087,0,3
17-11-2025,Tamil Nadu,Chennai,600089,0,1
17-11-2025,Tamil Nadu,Chennai,600090,3,4
17-11-2025,Tamil Nadu,Chennai,600099,0,4
17-11-2025,Tamil Nadu,Chennai,600100,6,0
17-11-2025,Tamil Nadu,Chennai,600101,2,0
17-11-2025,Tamil Nadu,Chennai,600125,0,1
25-11-2025,Tamil Nadu,Chennai,600004,28,22
25-11-2025,Tamil Nadu,Chennai,600013,6,24
25-11-2025,Tamil Nadu,Chennai,600016,1,2
25-11-2025,Tamil Nadu,Chennai,600028,25,12
25-11-2025,Tamil Nadu,Chennai,600031,5,11
25-11-2025,Tamil Nadu,Chennai,600035,8,3
25-11-2025,Tamil Nadu,Chennai,600036,3,0
25-11-2025,Tamil Nadu,Chennai,600038,2,2
25-11-2025,Tamil Nadu,Chennai,600085,10,7
25-11-2025,Tamil Nadu,Chennai,600125,0,1
24-11-2025,Tamil Nadu,Chennai,600002,14,14
24-11-2025,Tamil Nadu,Chennai,600005,53,15
24-11-2025,Tamil Nadu,Chennai,600006,5,2
24-11-2025,Tamil Nadu,Chennai,600008,2,1
24-11-2025,Tamil Nadu,Chennai,600015,21,16
24-11-2025,Tamil Nadu,Chennai,600026,9,9
24-11-2025,Tamil Nadu,Chennai,600028,15,11
24-11-2025,Tamil Nadu,Chennai,600029,7,10
24-11-2025,Tamil Nadu,Chennai,600035,5,3
24-11-2025,Tamil Nadu,Chennai,600036,4,0
24-11-2025,Tamil Nadu,Chennai,600039,34,39
24-11-2025,Tamil Nadu,Chennai,600061,3,1
24-11-2025,Tamil Nadu,Chennai,600068,0,1
24-11-2025,Tamil Nadu,Chennai,600084,3,6
24-11-2025,Tamil Nadu,Chennai,600086,3,0
24-11-2025,Tamil Nadu,Chennai,600088,5,1
24-11-2025,Tamil Nadu,Chennai,600107,7,9
27-11-2025,Tamil Nadu,Chennai,600008,6,0
27-11-2025,Tamil Nadu,Chennai,600009,1,0
27-11-2025,Tamil Nadu,Chennai,600012,66,57
27-11-2025,Tamil Nadu,Chennai,600017,54,16
27-11-2025,Tamil Nadu,Chennai,600023,18,27
27-11-2025,Tamil Nadu,Chennai,600028,29,16
27-11-2025,Tamil Nadu,Chennai,600030,13,10
27-11-2025,Tamil Nadu,Chennai,600058,0,1
27-11-2025,Tamil Nadu,Chennai,600078,71,16
27-11-2025,Tamil Nadu,Chennai,600087,0,2
27-11-2025,Tamil Nadu,Chennai,600118,29,23
27-11-2025,Tamil Nadu,Chennai,600119,2,1
01-12-2025,Tamil Nadu,Chennai,600001,19,21
01-12-2025,Tamil Nadu,Chennai,600003,3,5
01-12-2025,Tamil Nadu,Chennai,600007,6,0
01-12-2025,Tamil Nadu,Chennai,600009,1,2
01-12-2025,Tamil Nadu,Chennai,600013,4,8
01-12-2025,Tamil Nadu,Chennai,600016,0,1
01-12-2025,Tamil Nadu,Chennai,600017,43,5
01-12-2025,Tamil Nadu,Chennai,600042,23,15
01-12-2025,Tamil Nadu,Chennai,600081,19,9
01-12-2025,Tamil Nadu,Chennai,600086,12,1
01-12-2025,Tamil Nadu,Chennai,600102,4,3
01-12-2025,Tamil Nadu,Chennai,600106,9,10
01-12-2025,Tamil Nadu,Chennai,600112,5,3
28-11-2025,Tamil Nadu,Chennai,600001,81,33
28-11-2025,Tamil Nadu,Chennai,600010,17,13
28-11-2025,Tamil Nadu,Chennai,600016,4,0
28-11-2025,Tamil Nadu,Chennai,600019,3,6
28-11-2025,Tamil Nadu,Chennai,600024,37,13
28-11-2025,Tamil Nadu,Chennai,600032,13,9
28-11-2025,Tamil Nadu,Chennai,600034,35,1
28-11-2025,Tamil Nadu,Chennai,600078,48,19
28-11-2025,Tamil Nadu,Chennai,600108,3,0
28-11-2025,Tamil Nadu,Chennai,600125,0,1
29-11-2025,Tamil Nadu,Chennai,600002,41,9
29-11-2025,Tamil Nadu,Chennai,600007,14,1
29-11-2025,Tamil Nadu,Chennai,600012,60,33
29-11-2025,Tamil Nadu,Chennai,600018,23,10
29-11-2025,Tamil Nadu,Chennai,600020,28,5
29-11-2025,Tamil Nadu,Chennai,600021,58,35
29-11-2025,Tamil Nadu,Chennai,600031,13,1
29-11-2025,Tamil Nadu,Chennai,600034,15,7
29-11-2025,Tamil Nadu,Chennai,600035,10,3
29-11-2025,Tamil Nadu,Chennai,600036,5,0
29-11-2025,Tamil Nadu,Chennai,600042,63,19
29-11-2025,Tamil Nadu,Chennai,600082,22,11
29-11-2025,Tamil Nadu,Chennai,600083,23,10
29-11-2025,Tamil Nadu,Chennai,600094,48,10
29-11-2025,Tamil Nadu,Chennai,600096,14,1
29-11-2025,Tamil Nadu,Chennai,600100,26,7
29-11-2025,Tamil Nadu,Chennai,600112,13,4
29-11-2025,Tamil Nadu,Chennai,600129,4,4
09-12-2025,Tamil Nadu,Chennai,600004,21,21
09-12-2025,Tamil Nadu,Chennai,600014,42,22
09-12-2025,Tamil Nadu,Chennai,600024,22,11
09-12-2025,Tamil Nadu,Chennai,600026,16,5
09-12-2025,Tamil Nadu,Chennai,600030,12,11
09-12-2025,Tamil Nadu,Chennai,600039,56,52
09-12-2025,Tamil Nadu,Chennai,600042,24,27
09-12-2025,Tamil Nadu,Chennai,600049,25,12
09-12-2025,Tamil Nadu,Chennai,600050,0,1
09-12-2025,Tamil Nadu,Chennai,600085,9,13
09-12-2025,Tamil Nadu,Chennai,600096,8,1
09-12-2025,Tamil Nadu,Chennai,600115,2,1
08-12-2025,Tamil Nadu,Chennai,600003,7,2
08-12-2025,Tamil Nadu,Chennai,600005,29,22
08-12-2025,Tamil Nadu,Chennai,600010,28,8
08-12-2025,Tamil Nadu,Chennai,600012,37,51
08-12-2025,Tamil Nadu,Chennai,600014,17,11
08-12-2025,Tamil Nadu,Chennai,600015,38,15
08-12-2025,Tamil Nadu,Chennai,600023,20,32
08-12-2025,Tamil Nadu,Chennai,600032,16,7
08-12-2025,Tamil Nadu,Chennai,600034,5,3
08-12-2025,Tamil Nadu,Chennai,600037,0,1
08-12-2025,Tamil Nadu,Chennai,600057,0,1
08-12-2025,Tamil Nadu,Chennai,600078,44,22
08-12-2025,Tamil Nadu,Chennai,600086,8,3
08-12-2025,Tamil Nadu,Chennai,600092,10,11
08-12-2025,Tamil Nadu,Chennai,600093,21,4
08-12-2025,Tamil Nadu,Chennai,600097,5,1
08-12-2025,Tamil Nadu,Chennai,600113,6,4
08-12-2025,Tamil Nadu,Chennai,600115,1,4
08-12-2025,Tamil Nadu,Chennai,600118,22,43
13-12-2025,Tamil Nadu,Chennai,600024,26,11
13-12-2025,Tamil Nadu,Chennai,600034,6,6
13-12-2025,Tamil Nadu,Chennai,600041,23,16
13-12-2025,Tamil Nadu,Chennai,600049,9,8
13-12-2025,Tamil Nadu,Chennai,600077,0,1
13-12-2025,Tamil Nadu,Chennai,600082,12,7
13-12-2025,Tamil Nadu,Chennai,600084,10,1
13-12-2025,Tamil Nadu,Chennai,600086,2,3
13-12-2025,Tamil Nadu,Chennai,600090,2,4
13-12-2025,Tamil Nadu,Chennai,600099,0,2
13-12-2025,Tamil Nadu,Chennai,600112,7,4
13-12-2025,Tamil Nadu,Chennai,600116,2,2
13-12-2025,Tamil Nadu,Chennai,600125,2,1
12-12-2025,Tamil Nadu,Chennai,600035,21,5
12-12-2025,Tamil Nadu,Chennai,600037,0,1
12-12-2025,Tamil Nadu,Chennai,600083,28,15
12-12-2025,Tamil Nadu,Chennai,600085,9,10
12-12-2025,Tamil Nadu,Chennai,600108,0,2
12-12-2025,Tamil Nadu,Chennai,600117,1,0
12-12-2025,Tamil Nadu,Chennai,600007,12,10
12-12-2025,Tamil Nadu,Chennai,600031,3,6
12-12-2025,Tamil Nadu,Chennai,600033,30,14
12-12-2025,Tamil Nadu,Chennai,600034,15,12
17-12-2025,Tamil Nadu,Chennai,600004,20,19
17-12-2025,Tamil Nadu,Chennai,600006,4,1
17-12-2025,Tamil Nadu,Chennai,600009,7,1
17-12-2025,Tamil Nadu,Chennai,600010,29,11
17-12-2025,Tamil Nadu,Chennai,600023,34,22
17-12-2025,Tamil Nadu,Chennai,600024,13,13
17-12-2025,Tamil Nadu,Chennai,600032,8,6
17-12-2025,Tamil Nadu,Chennai,600035,1,4
17-12-2025,Tamil Nadu,Chennai,600038,3,2
17-12-2025,Tamil Nadu,Chennai,600039,23,65
17-12-2025,Tamil Nadu,Chennai,600082,21,13
17-12-2025,Tamil Nadu,Chennai,600085,6,0
17-12-2025,Tamil Nadu,Chennai,600089,0,3
17-12-2025,Tamil Nadu,Chennai,600100,3,1
18-12-2025,Tamil Nadu,Chennai,600001,18,49
18-12-2025,Tamil Nadu,Chennai,600006,3,2
18-12-2025,Tamil Nadu,Chennai,600010,18,14
18-12-2025,Tamil Nadu,Chennai,600011,6,26
18-12-2025,Tamil Nadu,Chennai,600013,21,11
18-12-2025,Tamil Nadu,Chennai,600014,26,16
18-12-2025,Tamil Nadu,Chennai,600017,13,15
18-12-2025,Tamil Nadu,Chennai,600020,13,9
18-12-2025,Tamil Nadu,Chennai,600033,22,23
18-12-2025,Tamil Nadu,Chennai,600035,4,5
18-12-2025,Tamil Nadu,Chennai,600039,11,64
18-12-2025,Tamil Nadu,Chennai,600049,10,10
18-12-2025,Tamil Nadu,Chennai,600061,0,2
18-12-2025,Tamil Nadu,Chennai,600089,1,0
18-12-2025,Tamil Nadu,Chennai,600093,6,6
18-12-2025,Tamil Nadu,Chennai,600113,8,2
18-12-2025,Tamil Nadu,Chennai,600119,5,5
18-12-2025,Tamil Nadu,Chennai,600129,5,1
24-12-2025,Tamil Nadu,Chennai,600002,16,12
24-12-2025,Tamil Nadu,Chennai,600010,14,11
24-12-2025,Tamil Nadu,Chennai,600015,20,14
24-12-2025,Tamil Nadu,Chennai,600018,12,10
24-12-2025,Tamil Nadu,Chennai,600024,20,12
24-12-2025,Tamil Nadu,Chennai,600031,0,3
24-12-2025,Tamil Nadu,Chennai,600033,22,17
24-12-2025,Tamil Nadu,Chennai,600039,40,41
24-12-2025,Tamil Nadu,Chennai,600041,13,13
24-12-2025,Tamil Nadu,Chennai,600083,28,19
24-12-2025,Tamil Nadu,Chennai,600091,8,2
24-12-2025,Tamil Nadu,Chennai,600092,4,22
24-12-2025,Tamil Nadu,Chennai,600101,1,0
24-12-2025,Tamil Nadu,Chennai,600107,8,7
24-12-2025,Tamil Nadu,Chennai,600115,2,2
24-12-2025,Tamil Nadu,Chennai,600116,1,0
25-12-2025,Tamil Nadu,Chennai,600041,0,1
14-12-2025,Tamil Nadu,Chennai,600034,0,1
14-12-2025,Tamil Nadu,Chennai,600113,0,1
15-12-2025,Tamil Nadu,Chennai,600008,2,3
15-12-2025,Tamil Nadu,Chennai,600020,13,7
15-12-2025,Tamil Nadu,Chennai,600021,43,47
15-12-2025,Tamil Nadu,Chennai,600032,6,11
15-12-2025,Tamil Nadu,Chennai,600033,16,14
15-12-2025,Tamil Nadu,Chennai,600036,1,0
15-12-2025,Tamil Nadu,Chennai,600049,18,10
15-12-2025,Tamil Nadu,Chennai,600050,1,0
15-12-2025,Tamil Nadu,Chennai,600083,20,19
15-12-2025,Tamil Nadu,Chennai,600092,14,14
15-12-2025,Tamil Nadu,Chennai,600094,10,12
15-12-2025,Tamil Nadu,Chennai,600097,3,4
15-12-2025,Tamil Nadu,Chennai,600125,0,3
16-12-2025,Tamil Nadu,Chennai,600001,15,26
16-12-2025,Tamil Nadu,Chennai,600002,14,11
16-12-2025,Tamil Nadu,Chennai,600005,50,19
16-12-2025,Tamil Nadu,Chennai,600006,4,7
16-12-2025,Tamil Nadu,Chennai,600008,1,1
16-12-2025,Tamil Nadu,Chennai,600011,19,33
16-12-2025,Tamil Nadu,Chennai,600018,17,14
16-12-2025,Tamil Nadu,Chennai,600020,9,9
16-12-2025,Tamil Nadu,Chennai,600024,6,19
16-12-2025,Tamil Nadu,Chennai,600029,10,9
16-12-2025,Tamil Nadu,Chennai,600037,1,0
16-12-2025,Tamil Nadu,Chennai,600039,20,61
16-12-2025,Tamil Nadu,Chennai,600049,30,6
16-12-2025,Tamil Nadu,Chennai,600093,7,6
16-12-2025,Tamil Nadu,Chennai,600096,12,2
16-12-2025,Tamil Nadu,Chennai,600112,3,7
19-12-2025,Tamil Nadu,Chennai,600002,10,11
19-12-2025,Tamil Nadu,Chennai,600003,6,5
19-12-2025,Tamil Nadu,Chennai,600005,23,28
19-12-2025,Tamil Nadu,Chennai,600006,7,5
19-12-2025,Tamil Nadu,Chennai,600007,9,9
19-12-2025,Tamil Nadu,Chennai,600015,12,7
19-12-2025,Tamil Nadu,Chennai,600017,32,16
19-12-2025,Tamil Nadu,Chennai,600019,1,0
19-12-2025,Tamil Nadu,Chennai,600021,76,46
19-12-2025,Tamil Nadu,Chennai,600032,3,3
19-12-2025,Tamil Nadu,Chennai,600034,5,7
19-12-2025,Tamil Nadu,Chennai,600049,12,11
19-12-2025,Tamil Nadu,Chennai,600057,0,1
19-12-2025,Tamil Nadu,Chennai,600096,8,2
19-12-2025,Tamil Nadu,Chennai,600107,6,4
19-12-2025,Tamil Nadu,Chennai,600118,19,24
21-12-2025,Tamil Nadu,Chennai,600005,0,1
21-12-2025,Tamil Nadu,Chennai,600017,1,0
21-12-2025,Tamil Nadu,Chennai,600024,0,1
21-12-2025,Tamil Nadu,Chennai,600026,1,0
20-12-2025,Tamil Nadu,Chennai,600011,17,13
20-12-2025,Tamil Nadu,Chennai,600032,10,4
20-12-2025,Tamil Nadu,Chennai,600038,0,4
20-12-2025,Tamil Nadu,Chennai,600078,34,27
20-12-2025,Tamil Nadu,Chennai,600086,3,0
20-12-2025,Tamil Nadu,Chennai,600093,13,9
20-12-2025,Tamil Nadu,Chennai,600097,12,2
22-12-2025,Tamil Nadu,Chennai,600006,1,11
22-12-2025,Tamil Nadu,Chennai,600007,5,9
22-12-2025,Tamil Nadu,Chennai,600016,1,0
22-12-2025,Tamil Nadu,Chennai,600017,9,12
22-12-2025,Tamil Nadu,Chennai,600026,5,6
22-12-2025,Tamil Nadu,Chennai,600028,5,10
22-12-2025,Tamil Nadu,Chennai,600035,2,7
22-12-2025,Tamil Nadu,Chennai,600041,19,20
22-12-2025,Tamil Nadu,Chennai,600049,21,9
22-12-2025,Tamil Nadu,Chennai,600061,1,0
22-12-2025,Tamil Nadu,Chennai,600082,8,13
22-12-2025,Tamil Nadu,Chennai,600083,15,14
22-12-2025,Tamil Nadu,Chennai,600084,1,3
22-12-2025,Tamil Nadu,Chennai,600091,5,6
22-12-2025,Tamil Nadu,Chennai,600092,8,19
22-12-2025,Tamil Nadu,Chennai,600094,8,20
22-12-2025,Tamil Nadu,Chennai,600100,10,3
22-12-2025,Tamil Nadu,Chennai,600101,0,1
22-12-2025,Tamil Nadu,Chennai,600112,16,8
22-12-2025,Tamil Nadu,Chennai,600115,2,2
23-12-2025,Tamil Nadu,Chennai,600001,11,36
23-12-2025,Tamil Nadu,Chennai,600003,2,11
23-12-2025,Tamil Nadu,Chennai,600005,17,15
23-12-2025,Tamil Nadu,Chennai,600010,5,9
23-12-2025,Tamil Nadu,Chennai,600016,2,0
23-12-2025,Tamil Nadu,Chennai,600020,6,8
23-12-2025,Tamil Nadu,Chennai,600034,2,9
23-12-2025,Tamil Nadu,Chennai,600037,2,1
23-12-2025,Tamil Nadu,Chennai,600038,1,1
23-12-2025,Tamil Nadu,Chennai,600039,26,58
23-12-2025,Tamil Nadu,Chennai,600083,14,16
23-12-2025,Tamil Nadu,Chennai,600088,5,2
23-12-2025,Tamil Nadu,Chennai,600091,4,2
23-12-2025,Tamil Nadu,Chennai,600101,0,3
23-12-2025,Tamil Nadu,Chennai,600107,3,5
23-12-2025,Tamil Nadu,Chennai,600129,1,3
26-12-2025,Tamil Nadu,Chennai,600003,7,7
26-12-2025,Tamil Nadu,Chennai,600006,0,1
26-12-2025,Tamil Nadu,Chennai,600021,45,31
26-12-2025,Tamil Nadu,Chennai,600039,31,39
26-12-2025,Tamil Nadu,Chennai,600040,8,12
26-12-2025,Tamil Nadu,Chennai,600061,1,0
26-12-2025,Tamil Nadu,Chennai,600085,8,6
26-12-2025,Tamil Nadu,Chennai,600091,14,1
26-12-2025,Tamil Nadu,Chennai,600092,8,15
26-12-2025,Tamil Nadu,Chennai,600097,7,3
01-03-2025,Tamil Nadu,Chennai,600024,135,321
01-03-2025,Tamil Nadu,Chennai,600094,223,516
01-03-2025,Tamil Nadu,Chennai,600100,132,75
01-03-2025,Tamil Nadu,Chennai,600090,43,63
01-04-2025,Tamil Nadu,Chennai,600041,212,330
01-04-2025,Tamil Nadu,Chennai,600005,314,331
01-04-2025,Tamil Nadu,Chennai,600107,46,146
01-04-2025,Tamil Nadu,Chennai,600039,440,1066
01-03-2025,Tamil Nadu,Chennai,600088,39,11
01-03-2025,Tamil Nadu,Chennai,600042,389,402
01-03-2025,Tamil Nadu,Chennai,600009,23,23
01-03-2025,Tamil Nadu,Chennai,600129,32,31
01-03-2025,Tamil Nadu,Chennai,600113,134,134
01-03-2025,Tamil Nadu,Chennai,600033,114,203
01-04-2025,Tamil Nadu,Chennai,600015,161,283
01-04-2025,Tamil Nadu,Chennai,600019,17,29
01-04-2025,Tamil Nadu,Chennai,600010,118,255
01-04-2025,Tamil Nadu,Chennai,600024,109,250
01-04-2025,Tamil Nadu,Chennai,600086,12,27
01-04-2025,Tamil Nadu,Chennai,600030,76,120
01-04-2025,Tamil Nadu,Chennai,600033,75,188
01-04-2025,Tamil Nadu,Chennai,600078,218,410
01-04-2025,Tamil Nadu,Chennai,600083,119,277
01-04-2025,Tamil Nadu,Chennai,600007,60,131
01-05-2025,Tamil Nadu,Chennai,600039,535,789
01-05-2025,Tamil Nadu,Chennai,600018,97,149
01-05-2025,Tamil Nadu,Chennai,600004,211,361
01-05-2025,Tamil Nadu,Chennai,600033,132,178
01-05-2025,Tamil Nadu,Chennai,600031,81,69
01-05-2025,Tamil Nadu,Chennai,600010,143,241
01-05-2025,Tamil Nadu,Chennai,600092,140,277
01-05-2025,Tamil Nadu,Chennai,600017,163,278
01-05-2025,Tamil Nadu,Chennai,600009,17,14
01-06-2025,Tamil Nadu,Chennai,600088,21,14
27-10-2025,Tamil Nadu,Chennai,600025,1,0
27-10-2025,Tamil Nadu,Chennai,600080,0,1
30-10-2025,Tamil Nadu,Chennai,600066,0,1
02-11-2025,Tamil Nadu,Chennai,600003,10,1
02-11-2025,Tamil Nadu,Chennai,600016,1,0
02-11-2025,Tamil Nadu,Chennai,600030,13,5
19-10-2025,Tamil Nadu,Chennai,600008,7,1
19-10-2025,Tamil Nadu,Chennai,600009,2,0
19-10-2025,Tamil Nadu,Chennai,600108,4,0
20-10-2025,Tamil Nadu,Chennai,600106,2,0
08-11-2025,Tamil Nadu,Chennai,600101,0,1
12-11-2025,Tamil Nadu,Chennai,600079,1,0
16-11-2025,Tamil Nadu,Chennai,600006,4,1
16-11-2025,Tamil Nadu,Chennai,600031,0,1
17-11-2025,Tamil Nadu,Chennai,600036,0,1
18-11-2025,Tamil Nadu,Chennai,600101,2,1
07-12-2025,Tamil Nadu,Chennai,600038,0,1
07-12-2025,Tamil Nadu,Chennai,600090,1,0
07-12-2025,Tamil Nadu,Chennai,600126,1,0
14-12-2025,Tamil Nadu,Chennai,600029,2,0
14-12-2025,Tamil Nadu,Chennai,600036,1,1
25-12-2025,Tamil Nadu,Chennai,600086,4,3
25-12-2025,Tamil Nadu,Chennai,600088,4,0
27-12-2025,Tamil Nadu,Chennai,600010,10,6
27-12-2025,Tamil Nadu,Chennai,600016,0,1
27-12-2025,Tamil Nadu,Chennai,600020,19,10
27-12-2025,Tamil Nadu,Chennai,600023,25,24
27-12-2025,Tamil Nadu,Chennai,600030,7,4
27-12-2025,Tamil Nadu,Chennai,600032,12,9
27-12-2025,Tamil Nadu,Chennai,600034,13,5
27-12-2025,Tamil Nadu,Chennai,600042,26,17
27-12-2025,Tamil Nadu,Chennai,600049,14,2
27-12-2025,Tamil Nadu,Chennai,600078,35,33
27-12-2025,Tamil Nadu,Chennai,600090,4,3
27-12-2025,Tamil Nadu,Chennai,600092,9,11
27-12-2025,Tamil Nadu,Chennai,600100,11,1
27-12-2025,Tamil Nadu,Chennai,600107,9,2
27-12-2025,Tamil Nadu,Chennai,600115,1,1
27-12-2025,Tamil Nadu,Chennai,600118,42,22
27-12-2025,Tamil Nadu,Chennai,600119,12,2
28-12-2025,Tamil Nadu,Chennai,600003,2,3
28-12-2025,Tamil Nadu,Chennai,600020,4,2
28-12-2025,Tamil Nadu,Chennai,600032,6,7
28-12-2025,Tamil Nadu,Chennai,600033,3,3
28-12-2025,Tamil Nadu,Chennai,600035,3,0
28-12-2025,Tamil Nadu,Chennai,600036,1,0
28-12-2025,Tamil Nadu,Chennai,600078,11,11
28-12-2025,Tamil Nadu,Chennai,600084,0,1
28-12-2025,Tamil Nadu,Chennai,600090,2,0
28-12-2025,Tamil Nadu,Chennai,600091,2,0
28-12-2025,Tamil Nadu,Chennai,600094,4,2
