date,state,district,pincode,age_0_5,age_5_17,age_18_greater
20-09-2025,Tamil Nadu,Chennai,600002,2,1,0
20-09-2025,Tamil Nadu,Chennai,600004,4,0,0
20-09-2025,Tamil Nadu,Chennai,600005,6,2,0
20-09-2025,Tamil Nadu,Chennai,600011,4,1,0
20-09-2025,Tamil Nadu,Chennai,600019,1,0,0
20-09-2025,Tamil Nadu,Chennai,600023,1,3,0
20-09-2025,Tamil Nadu,Chennai,600039,4,0,0
20-09-2025,Tamil Nadu,Chennai,600040,3,0,0
20-09-2025,Tamil Nadu,Chennai,600041,0,2,0
20-09-2025,Tamil Nadu,Chennai,600042,4,5,0
20-09-2025,Tamil Nadu,Chennai,600049,1,1,0
20-09-2025,Tamil Nadu,Chennai,600102,2,1,0
20-09-2025,Tamil Nadu,Chennai,600113,2,2,0
20-09-2025,Tamil Nadu,Chennai,600118,5,1,0
22-09-2025,Tamil Nadu,Chennai,600011,4,0,0
22-09-2025,Tamil Nadu,Chennai,600021,7,0,0
22-09-2025,Tamil Nadu,Chennai,600041,1,2,0
22-09-2025,Tamil Nadu,Chennai,600042,4,0,0
22-09-2025,Tamil Nadu,Chennai,600053,1,0,0
22-09-2025,Tamil Nadu,Chennai,600061,0,1,0
22-09-2025,Tamil Nadu,Chennai,600082,7,0,0
22-09-2025,Tamil Nadu,Chennai,600083,1,0,0
22-09-2025,Tamil Nadu,Chennai,600085,1,0,0
22-09-2025,Tamil Nadu,Chennai,600093,3,1,0
22-09-2025,Tamil Nadu,Chennai,600113,1,0,0
25-09-2025,Tamil Nadu,Chennai,600006,1,0,0
25-09-2025,Tamil Nadu,Chennai,600011,0,1,0
25-09-2025,Tamil Nadu,Chennai,600016,0,1,0
25-09-2025,Tamil Nadu,Chennai,600033,0,2,0
25-09-2025,Tamil Nadu,Chennai,600040,2,1,0
25-09-2025,Tamil Nadu,Chennai,600106,1,0,0
25-09-2025,Tamil Nadu,Chennai,600113,2,0,0
23-09-2025,Tamil Nadu,Chennai,600003,1,1,0
23-09-2025,Tamil Nadu,Chennai,600012,3,0,0
23-09-2025,Tamil Nadu,Chennai,600018,4,0,0
23-09-2025,Tamil Nadu,Chennai,600021,7,2,0
23-09-2025,Tamil Nadu,Chennai,600026,2,0,0
23-09-2025,Tamil Nadu,Chennai,600032,1,0,0
23-09-2025,Tamil Nadu,Chennai,600033,0,1,0
23-09-2025,Tamil Nadu,Chennai,600039,3,0,0
23-09-2025,Tamil Nadu,Chennai,600092,1,0,0
23-09-2025,Tamil Nadu,Chennai,600094,2,0,0
23-09-2025,Tamil Nadu,Chennai,600106,2,0,0
24-09-2025,Tamil Nadu,Chennai,600001,8,1,0
24-09-2025,Tamil Nadu,Chennai,600005,1,0,0
24-09-2025,Tamil Nadu,Chennai,600007,2,0,0
24-09-2025,Tamil Nadu,Chennai,600021,7,1,0
24-09-2025,Tamil Nadu,Chennai,600023,1,3,0
24-09-2025,Tamil Nadu,Chennai,600024,1,0,0
24-09-2025,Tamil Nadu,Chennai,600028,2,0,0
24-09-2025,Tamil Nadu,Chennai,600033,2,1,0
24-09-2025,Tamil Nadu,Chennai,600041,5,4,0
24-09-2025,Tamil Nadu,Chennai,600091,4,0,0
29-09-2025,Tamil Nadu,Chennai,600015,0,1,0
29-09-2025,Tamil Nadu,Chennai,600042,0,1,0
27-09-2025,Tamil Nadu,Chennai,600003,1,0,0
27-09-2025,Tamil Nadu,Chennai,600006,0,1,0
27-09-2025,Tamil Nadu,Chennai,600013,1,0,0
27-09-2025,Tamil Nadu,Chennai,600021,1,1,0
27-09-2025,Tamil Nadu,Chennai,600078,2,1,0
27-09-2025,Tamil Nadu,Chennai,600082,0,1,0
28-09-2025,Tamil Nadu,Chennai,600001,1,0,0
28-09-2025,Tamil Nadu,Chennai,600100,0,1,0
26-09-2025,Tamil Nadu,Chennai,600001,9,0,0
26-09-2025,Tamil Nadu,Chennai,600002,3,0,0
26-09-2025,Tamil Nadu,Chennai,600006,1,0,0
26-09-2025,Tamil Nadu,Chennai,600082,2,1,0
26-09-2025,Tamil Nadu,Chennai,600094,0,1,0
26-09-2025,Tamil Nadu,Chennai,600100,2,1,0
30-09-2025,Tamil Nadu,Chennai,600126,0,1,0
26-10-2025,Tamil Nadu,Chennai,600017,0,1,0
26-10-2025,Tamil Nadu,Chennai,600018,0,1,0
26-10-2025,Tamil Nadu,Chennai,600082,1,0,0
13-10-2025,Tamil Nadu,Chennai,600008,2,2,0
13-10-2025,Tamil Nadu,Chennai,600013,4,1,0
13-10-2025,Tamil Nadu,Chennai,600014,4,2,0
13-10-2025,Tamil Nadu,Chennai,600028,1,1,0
13-10-2025,Tamil Nadu,Chennai,600030,3,0,0
13-10-2025,Tamil Nadu,Chennai,600031,3,0,0
13-10-2025,Tamil Nadu,Chennai,600034,1,0,0
13-10-2025,Tamil Nadu,Chennai,600042,8,2,0
13-10-2025,Tamil Nadu,Chennai,600061,2,1,0
13-10-2025,Tamil Nadu,Chennai,600082,4,1,0
13-10-2025,Tamil Nadu,Chennai,600090,3,0,0
13-10-2025,Tamil Nadu,Chennai,600093,1,0,0
13-10-2025,Tamil Nadu,Chennai,600106,3,1,0
13-10-2025,Tamil Nadu,Chennai,600115,1,0,0
16-10-2025,Tamil Nadu,Chennai,600012,4,1,0
16-10-2025,Tamil Nadu,Chennai,600021,3,0,0
16-10-2025,Tamil Nadu,Chennai,600032,1,0,0
16-10-2025,Tamil Nadu,Chennai,600033,1,0,0
16-10-2025,Tamil Nadu,Chennai,600041,1,2,0
16-10-2025,Tamil Nadu,Chennai,600085,1,0,0
15-10-2025,Tamil Nadu,Chennai,600020,0,1,0
15-10-2025,Tamil Nadu,Chennai,600026,2,0,0
15-10-2025,Tamil Nadu,Chennai,600042,3,0,0
15-10-2025,Tamil Nadu,Chennai,600081,5,1,0
15-10-2025,Tamil Nadu,Chennai,600082,4,0,0
15-10-2025,Tamil Nadu,Chennai,600097,0,1,0
15-10-2025,Tamil Nadu,Chennai,600115,1,0,0
15-10-2025,Tamil Nadu,Chennai,600116,0,1,0
15-10-2025,Tamil Nadu,Chennai,600119,0,2,0
17-10-2025,Tamil Nadu,Chennai,600001,5,5,0
17-10-2025,Tamil Nadu,Chennai,600010,4,0,0
17-10-2025,Tamil Nadu,Chennai,600014,3,0,0
17-10-2025,Tamil Nadu,Chennai,600015,3,0,0
17-10-2025,Tamil Nadu,Chennai,600034,4,0,0
17-10-2025,Tamil Nadu,Chennai,600042,9,3,0
17-10-2025,Tamil Nadu,Chennai,600092,3,1,0
17-10-2025,Tamil Nadu,Chennai,600093,4,1,0
17-10-2025,Tamil Nadu,Chennai,600094,3,1,0
17-10-2025,Tamil Nadu,Chennai,600099,1,0,0
17-10-2025,Tamil Nadu,Chennai,600100,4,2,0
17-10-2025,Tamil Nadu,Chennai,600117,1,0,0
19-10-2025,Tamil Nadu,Chennai,600001,2,1,0
19-10-2025,Tamil Nadu,Chennai,600008,1,0,0
19-10-2025,Tamil Nadu,Chennai,600021,3,1,0
19-10-2025,Tamil Nadu,Chennai,600023,2,1,0
19-10-2025,Tamil Nadu,Chennai,600024,2,0,0
19-10-2025,Tamil Nadu,Chennai,600049,1,0,0
19-10-2025,Tamil Nadu,Chennai,600083,1,0,0
19-10-2025,Tamil Nadu,Chennai,600091,1,1,0
19-10-2025,Tamil Nadu,Chennai,600093,1,0,0
19-10-2025,Tamil Nadu,Chennai,600094,5,0,0
18-10-2025,Tamil Nadu,Chennai,600011,3,1,0
18-10-2025,Tamil Nadu,Chennai,600026,2,0,0
18-10-2025,Tamil Nadu,Chennai,600028,1,0,0
18-10-2025,Tamil Nadu,Chennai,600082,4,0,0
18-10-2025,Tamil Nadu,Chennai,600092,1,1,0
18-10-2025,Tamil Nadu,Chennai,600094,1,0,0
18-10-2025,Tamil Nadu,Chennai,600096,0,1,0
18-10-2025,Tamil Nadu,Chennai,600102,0,1,0
18-10-2025,Tamil Nadu,Chennai,600107,2,0,0
21-10-2025,Tamil Nadu,Chennai,600012,0,1,0
21-10-2025,Tamil Nadu,Chennai,600041,1,0,0
21-10-2025,Tamil Nadu,Chennai,600091,2,0,0
21-10-2025,Tamil Nadu,Chennai,600092,1,0,0
21-10-2025,Tamil Nadu,Chennai,600097,1,0,0
21-10-2025,Tamil Nadu,Chennai,600106,1,1,0
20-10-2025,Tamil Nadu,Chennai,600001,1,0,0
20-10-2025,Tamil Nadu,Chennai,600029,2,0,0
20-10-2025,Tamil Nadu,Chennai,600049,1,0,0
20-10-2025,Tamil Nadu,Chennai,600094,1,0,0
20-10-2025,Tamil Nadu,Chennai,600099,1,0,0
20-10-2025,Tamil Nadu,Chennai,600106,2,0,0
20-10-2025,Tamil Nadu,Chennai,600108,1,0,0
24-10-2025,Tamil Nadu,Chennai,600001,1,1,0
24-10-2025,Tamil Nadu,Chennai,600007,1,0,0
24-10-2025,Tamil Nadu,Chennai,600012,2,2,0
24-10-2025,Tamil Nadu,Chennai,600020,1,1,0
24-10-2025,Tamil Nadu,Chennai,600030,1,0,0
24-10-2025,Tamil Nadu,Chennai,600049,2,0,0
24-10-2025,Tamil Nadu,Chennai,600082,1,0,0
24-10-2025,Tamil Nadu,Chennai,600092,1,1,0
24-10-2025,Tamil Nadu,Chennai,600117,0,1,0
24-10-2025,Tamil Nadu,Chennai,600119,1,0,0
23-10-2025,Tamil Nadu,Chennai,600042,1,0,0
23-10-2025,Tamil Nadu,Chennai,600082,1,0,0
25-10-2025,Tamil Nadu,Chennai,600004,2,1,0
25-10-2025,Tamil Nadu,Chennai,600012,4,3,0
25-10-2025,Tamil Nadu,Chennai,600013,2,0,0
25-10-2025,Tamil Nadu,Chennai,600015,1,0,0
25-10-2025,Tamil Nadu,Chennai,600034,2,0,0
25-10-2025,Tamil Nadu,Chennai,600083,1,1,0
25-10-2025,Tamil Nadu,Chennai,600102,1,0,0
27-10-2025,Tamil Nadu,Chennai,600001,1,2,0
27-10-2025,Tamil Nadu,Chennai,600039,2,0,0
27-10-2025,Tamil Nadu,Chennai,600050,1,0,0
27-10-2025,Tamil Nadu,Chennai,600082,2,1,0
27-10-2025,Tamil Nadu,Chennai,600097,3,0,0
27-10-2025,Tamil Nadu,Chennai,600107,1,0,0
28-10-2025,Tamil Nadu,Chennai,600004,3,1,1
28-10-2025,Tamil Nadu,Chennai,600005,2,1,0
28-10-2025,Tamil Nadu,Chennai,600012,3,1,0
28-10-2025,Tamil Nadu,Chennai,600014,5,0,0
28-10-2025,Tamil Nadu,Chennai,600051,0,1,0
28-10-2025,Tamil Nadu,Chennai,600078,2,0,0
28-10-2025,Tamil Nadu,Chennai,600090,1,0,0
28-10-2025,Tamil Nadu,Chennai,600092,1,0,0
28-10-2025,Tamil Nadu,Chennai,600093,3,0,0
28-10-2025,Tamil Nadu,Chennai,600097,1,0,0
28-10-2025,Tamil Nadu,Chennai,600118,2,0,0
28-10-2025,Tamil Nadu,Chennai,600119,2,0,0
03-11-2025,Tamil Nadu,Chennai,600012,5,1,0
03-11-2025,Tamil Nadu,Chennai,600017,0,1,0
03-11-2025,Tamil Nadu,Chennai,600028,3,0,0
03-11-2025,Tamil Nadu,Chennai,600030,1,2,0
03-11-2025,Tamil Nadu,Chennai,600031,3,0,0
03-11-2025,Tamil Nadu,Chennai,600040,2,0,2
03-11-2025,Tamil Nadu,Chennai,600049,4,0,0
03-11-2025,Tamil Nadu,Chennai,600081,10,0,0
03-11-2025,Tamil Nadu,Chennai,600107,1,0,0
03-11-2025,Tamil Nadu,Chennai,600113,2,0,0
05-11-2025,Tamil Nadu,Chennai,600011,1,0,0
05-11-2025,Tamil Nadu,Chennai,600015,3,1,0
05-11-2025,Tamil Nadu,Chennai,600026,0,1,0
05-11-2025,Tamil Nadu,Chennai,600029,1,1,0
05-11-2025,Tamil Nadu,Chennai,600042,2,4,0
05-11-2025,Tamil Nadu,Chennai,600053,1,0,0
05-11-2025,Tamil Nadu,Chennai,600080,0,1,0
05-11-2025,Tamil Nadu,Chennai,600107,0,1,0
05-11-2025,Tamil Nadu,Chennai,600118,5,3,0
06-11-2025,Tamil Nadu,Chennai,600001,4,3,0
06-11-2025,Tamil Nadu,Chennai,600011,2,0,0
06-11-2025,Tamil Nadu,Chennai,600014,2,0,0
06-11-2025,Tamil Nadu,Chennai,600028,1,0,1
06-11-2025,Tamil Nadu,Chennai,600029,1,0,0
06-11-2025,Tamil Nadu,Chennai,600040,2,0,0
06-11-2025,Tamil Nadu,Chennai,600042,2,0,0
06-11-2025,Tamil Nadu,Chennai,600078,6,2,0
06-11-2025,Tamil Nadu,Chennai,600081,5,1,0
06-11-2025,Tamil Nadu,Chennai,600086,0,1,0
06-11-2025,Tamil Nadu,Chennai,600090,1,0,0
06-11-2025,Tamil Nadu,Chennai,600100,2,0,0
06-11-2025,Tamil Nadu,Chennai,600112,0,2,0
07-11-2025,Tamil Nadu,Chennai,600011,1,0,0
07-11-2025,Tamil Nadu,Chennai,600028,2,1,0
07-11-2025,Tamil Nadu,Chennai,600040,0,1,0
07-11-2025,Tamil Nadu,Chennai,600042,5,3,0
07-11-2025,Tamil Nadu,Chennai,600081,0,3,0
07-11-2025,Tamil Nadu,Chennai,600093,2,0,0
07-11-2025,Tamil Nadu,Chennai,600096,1,1,0
07-11-2025,Tamil Nadu,Chennai,600099,0,1,0
07-11-2025,Tamil Nadu,Chennai,600115,1,0,0
08-11-2025,Tamil Nadu,Chennai,600020,0,1,0
08-11-2025,Tamil Nadu,Chennai,600030,1,1,0
08-11-2025,Tamil Nadu,Chennai,600034,1,0,0
08-11-2025,Tamil Nadu,Chennai,600078,1,1,0
08-11-2025,Tamil Nadu,Chennai,600107,3,1,0
09-11-2025,Tamil Nadu,Chennai,600015,3,1,0
09-11-2025,Tamil Nadu,Chennai,600028,0,1,0
09-11-2025,Tamil Nadu,Chennai,600040,1,1,0
09-11-2025,Tamil Nadu,Chennai,600078,3,0,0
09-11-2025,Tamil Nadu,Chennai,600083,2,0,0
10-11-2025,Tamil Nadu,Chennai,600001,3,1,0
10-11-2025,Tamil Nadu,Chennai,600006,1,0,0
10-11-2025,Tamil Nadu,Chennai,600018,1,0,0
10-11-2025,Tamil Nadu,Chennai,600023,1,0,0
10-11-2025,Tamil Nadu,Chennai,600029,0,1,0
10-11-2025,Tamil Nadu,Chennai,600040,5,0,0
10-11-2025,Tamil Nadu,Chennai,600042,2,4,0
10-11-2025,Tamil Nadu,Chennai,600082,1,0,0
10-11-2025,Tamil Nadu,Chennai,600090,1,0,0
10-11-2025,Tamil Nadu,Chennai,600091,1,0,0
10-11-2025,Tamil Nadu,Chennai,600097,2,1,0
10-11-2025,Tamil Nadu,Chennai,600100,4,2,0
30-10-2025,Tamil Nadu,Chennai,600003,1,0,0
30-10-2025,Tamil Nadu,Chennai,600007,3,0,0
30-10-2025,Tamil Nadu,Chennai,600015,7,3,0
30-10-2025,Tamil Nadu,Chennai,600029,5,0,0
30-10-2025,Tamil Nadu,Chennai,600081,5,3,0
30-10-2025,Tamil Nadu,Chennai,600091,5,1,0
30-10-2025,Tamil Nadu,Chennai,600092,1,2,0
30-10-2025,Tamil Nadu,Chennai,600101,0,1,0
30-10-2025,Tamil Nadu,Chennai,600102,1,0,0
30-10-2025,Tamil Nadu,Chennai,600106,3,5,0
31-10-2025,Tamil Nadu,Chennai,600005,5,1,0
31-10-2025,Tamil Nadu,Chennai,600006,2,0,0
31-10-2025,Tamil Nadu,Chennai,600009,1,0,0
31-10-2025,Tamil Nadu,Chennai,600032,5,0,0
31-10-2025,Tamil Nadu,Chennai,600080,0,1,0
31-10-2025,Tamil Nadu,Chennai,600094,0,1,0
31-10-2025,Tamil Nadu,Chennai,600129,3,0,0
29-10-2025,Tamil Nadu,Chennai,600005,1,0,0
29-10-2025,Tamil Nadu,Chennai,600010,1,0,0
29-10-2025,Tamil Nadu,Chennai,600042,2,0,0
29-10-2025,Tamil Nadu,Chennai,600081,1,0,0
29-10-2025,Tamil Nadu,Chennai,600085,1,0,0
29-10-2025,Tamil Nadu,Chennai,600108,1,0,0
29-10-2025,Tamil Nadu,Chennai,600118,0,2,0
29-10-2025,Tamil Nadu,Chennai,600119,2,0,0
02-11-2025,Tamil Nadu,Chennai,600003,0,1,0
02-11-2025,Tamil Nadu,Chennai,600004,7,4,0
02-11-2025,Tamil Nadu,Chennai,600007,0,2,0
02-11-2025,Tamil Nadu,Chennai,600014,1,3,0
02-11-2025,Tamil Nadu,Chennai,600024,5,2,0
02-11-2025,Tamil Nadu,Chennai,600030,1,0,0
02-11-2025,Tamil Nadu,Chennai,600041,2,4,0
02-11-2025,Tamil Nadu,Chennai,600042,8,1,0
02-11-2025,Tamil Nadu,Chennai,600053,1,0,0
02-11-2025,Tamil Nadu,Chennai,600081,10,3,0
02-11-2025,Tamil Nadu,Chennai,600094,4,6,0
02-11-2025,Tamil Nadu,Chennai,600112,4,0,0
02-11-2025,Tamil Nadu,Chennai,600113,1,0,0
02-11-2025,Tamil Nadu,Chennai,600129,1,0,0
01-11-2025,Tamil Nadu,Chennai,600010,2,0,0
01-11-2025,Tamil Nadu,Chennai,600013,1,0,0
01-11-2025,Tamil Nadu,Chennai,600021,4,3,0
01-11-2025,Tamil Nadu,Chennai,600024,0,1,0
01-11-2025,Tamil Nadu,Chennai,600034,2,0,0
01-11-2025,Tamil Nadu,Chennai,600084,0,1,0
01-11-2025,Tamil Nadu,Chennai,600096,1,0,0
13-11-2025,Tamil Nadu,Chennai,600001,4,2,0
13-11-2025,Tamil Nadu,Chennai,600011,3,0,0
13-11-2025,Tamil Nadu,Chennai,600016,0,1,0
13-11-2025,Tamil Nadu,Chennai,600040,3,1,0
13-11-2025,Tamil Nadu,Chennai,600091,2,0,0
13-11-2025,Tamil Nadu,Chennai,600100,0,2,0
13-11-2025,Tamil Nadu,Chennai,600119,0,3,0
12-11-2025,Tamil Nadu,Chennai,600008,1,0,0
12-11-2025,Tamil Nadu,Chennai,600012,2,2,0
12-11-2025,Tamil Nadu,Chennai,600021,1,0,0
12-11-2025,Tamil Nadu,Chennai,600028,1,0,0
12-11-2025,Tamil Nadu,Chennai,600034,2,0,0
12-11-2025,Tamil Nadu,Chennai,600039,3,0,0
12-11-2025,Tamil Nadu,Chennai,600042,3,0,0
12-11-2025,Tamil Nadu,Chennai,600115,1,0,0
11-11-2025,Tamil Nadu,Chennai,600010,0,1,0
11-11-2025,Tamil Nadu,Chennai,600015,0,1,0
11-11-2025,Tamil Nadu,Chennai,600034,2,0,0
11-11-2025,Tamil Nadu,Chennai,600094,5,0,0
11-11-2025,Tamil Nadu,Chennai,600100,2,0,0
15-11-2025,Tamil Nadu,Chennai,600020,4,0,0
15-11-2025,Tamil Nadu,Chennai,600021,9,3,0
15-11-2025,Tamil Nadu,Chennai,600026,2,2,0
15-11-2025,Tamil Nadu,Chennai,600028,2,1,1
15-11-2025,Tamil Nadu,Chennai,600033,1,0,1
15-11-2025,Tamil Nadu,Chennai,600038,2,0,0
15-11-2025,Tamil Nadu,Chennai,600039,9,0,0
15-11-2025,Tamil Nadu,Chennai,600041,2,0,2
15-11-2025,Tamil Nadu,Chennai,600042,3,1,0
15-11-2025,Tamil Nadu,Chennai,600049,2,0,0
15-11-2025,Tamil Nadu,Chennai,600083,2,2,0
15-11-2025,Tamil Nadu,Chennai,600094,3,1,0
15-11-2025,Tamil Nadu,Chennai,600100,1,0,0
14-11-2025,Tamil Nadu,Chennai,600010,1,1,0
14-11-2025,Tamil Nadu,Chennai,600015,3,0,0
14-11-2025,Tamil Nadu,Chennai,600018,1,0,0
14-11-2025,Tamil Nadu,Chennai,600023,2,0,0
14-11-2025,Tamil Nadu,Chennai,600081,8,0,0
14-11-2025,Tamil Nadu,Chennai,600107,1,0,0
17-11-2025,Tamil Nadu,Chennai,600005,3,1,0
17-11-2025,Tamil Nadu,Chennai,600012,4,1,0
17-11-2025,Tamil Nadu,Chennai,600034,0,1,0
17-11-2025,Tamil Nadu,Chennai,600038,1,0,0
17-11-2025,Tamil Nadu,Chennai,600041,2,0,0
17-11-2025,Tamil Nadu,Chennai,600086,1,1,0
17-11-2025,Tamil Nadu,Chennai,600091,1,0,0
17-11-2025,Tamil Nadu,Chennai,600094,1,0,0
17-11-2025,Tamil Nadu,Chennai,600113,1,0,0
16-11-2025,Tamil Nadu,Chennai,600001,6,1,0
16-11-2025,Tamil Nadu,Chennai,600008,1,0,0
16-11-2025,Tamil Nadu,Chennai,600009,1,0,0
16-11-2025,Tamil Nadu,Chennai,600012,2,0,0
16-11-2025,Tamil Nadu,Chennai,600023,3,1,0
16-11-2025,Tamil Nadu,Chennai,600034,0,2,0
16-11-2025,Tamil Nadu,Chennai,600041,2,0,0
16-11-2025,Tamil Nadu,Chennai,600049,1,1,0
16-11-2025,Tamil Nadu,Chennai,600053,0,1,0
16-11-2025,Tamil Nadu,Chennai,600088,1,0,0
16-11-2025,Tamil Nadu,Chennai,600094,4,0,0
16-11-2025,Tamil Nadu,Chennai,600100,1,0,0
16-11-2025,Tamil Nadu,Chennai,600106,2,0,0
16-11-2025,Tamil Nadu,Chennai,600118,2,0,0
16-11-2025,Tamil Nadu,Chennai,600119,1,0,0
19-11-2025,Tamil Nadu,Chennai,600002,8,2,1
19-11-2025,Tamil Nadu,Chennai,600012,15,0,0
19-11-2025,Tamil Nadu,Chennai,600017,3,1,3
19-11-2025,Tamil Nadu,Chennai,600018,2,1,2
19-11-2025,Tamil Nadu,Chennai,600019,3,0,1
19-11-2025,Tamil Nadu,Chennai,600021,6,4,2
19-11-2025,Tamil Nadu,Chennai,600024,3,3,1
19-11-2025,Tamil Nadu,Chennai,600031,0,1,0
19-11-2025,Tamil Nadu,Chennai,600041,4,0,0
19-11-2025,Tamil Nadu,Chennai,600081,6,1,2
19-11-2025,Tamil Nadu,Chennai,600082,5,0,0
19-11-2025,Tamil Nadu,Chennai,600091,5,2,1
19-11-2025,Tamil Nadu,Chennai,600106,2,0,1
19-11-2025,Tamil Nadu,Chennai,600118,11,1,1
18-11-2025,Tamil Nadu,Chennai,600005,2,0,0
18-11-2025,Tamil Nadu,Chennai,600007,1,1,0
18-11-2025,Tamil Nadu,Chennai,600013,3,0,0
18-11-2025,Tamil Nadu,Chennai,600019,1,0,0
18-11-2025,Tamil Nadu,Chennai,600021,7,1,0
18-11-2025,Tamil Nadu,Chennai,600024,1,1,0
18-11-2025,Tamil Nadu,Chennai,600028,3,0,0
18-11-2025,Tamil Nadu,Chennai,600034,0,1,0
18-11-2025,Tamil Nadu,Chennai,600036,1,0,0
18-11-2025,Tamil Nadu,Chennai,600041,1,1,0
18-11-2025,Tamil Nadu,Chennai,600042,4,2,0
18-11-2025,Tamil Nadu,Chennai,600081,6,1,0
18-11-2025,Tamil Nadu,Chennai,600082,0,1,0
18-11-2025,Tamil Nadu,Chennai,600083,4,0,0
18-11-2025,Tamil Nadu,Chennai,600090,3,0,0
18-11-2025,Tamil Nadu,Chennai,600106,1,0,0
18-11-2025,Tamil Nadu,Chennai,600129,3,1,0
25-11-2025,Tamil Nadu,Chennai,600002,5,2,0
25-11-2025,Tamil Nadu,Chennai,600006,0,1,0
25-11-2025,Tamil Nadu,Chennai,600007,4,0,0
25-11-2025,Tamil Nadu,Chennai,600010,4,2,0
25-11-2025,Tamil Nadu,Chennai,600015,2,1,0
25-11-2025,Tamil Nadu,Chennai,600017,3,1,0
25-11-2025,Tamil Nadu,Chennai,600026,1,0,0
25-11-2025,Tamil Nadu,Chennai,600030,3,1,1
25-11-2025,Tamil Nadu,Chennai,600033,1,0,0
25-11-2025,Tamil Nadu,Chennai,600081,9,2,0
25-11-2025,Tamil Nadu,Chennai,600091,2,0,0
25-11-2025,Tamil Nadu,Chennai,600096,4,0,0
25-11-2025,Tamil Nadu,Chennai,600102,1,0,0
25-11-2025,Tamil Nadu,Chennai,600116,1,0,0
15-12-2025,Tamil Nadu,Chennai,600002,12,3,0
15-12-2025,Tamil Nadu,Chennai,600006,4,0,0
15-12-2025,Tamil Nadu,Chennai,600011,10,2,0
15-12-2025,Tamil Nadu,Chennai,600013,10,3,0
15-12-2025,Tamil Nadu,Chennai,600014,11,2,0
15-12-2025,Tamil Nadu,Chennai,600016,1,0,0
15-12-2025,Tamil Nadu,Chennai,600019,2,0,0
15-12-2025,Tamil Nadu,Chennai,600022,1,0,0
15-12-2025,Tamil Nadu,Chennai,600029,6,0,0
15-12-2025,Tamil Nadu,Chennai,600038,2,0,0
15-12-2025,Tamil Nadu,Chennai,600086,2,0,0
15-12-2025,Tamil Nadu,Chennai,600087,1,0,1
15-12-2025,Tamil Nadu,Chennai,600088,1,1,1
15-12-2025,Tamil Nadu,Chennai,600093,5,0,0
15-12-2025,Tamil Nadu,Chennai,600116,2,0,0
21-12-2025,Tamil Nadu,Chennai,600011,1,0,0
21-12-2025,Tamil Nadu,Chennai,600015,2,0,0
21-12-2025,Tamil Nadu,Chennai,600020,2,0,0
21-12-2025,Tamil Nadu,Chennai,600038,1,0,0
21-12-2025,Tamil Nadu,Chennai,600060,1,0,0
21-12-2025,Tamil Nadu,Chennai,600091,1,0,0
21-12-2025,Tamil Nadu,Chennai,600113,2,0,0
21-12-2025,Tamil Nadu,Chennai,600115,3,0,0
22-12-2025,Tamil Nadu,Chennai,600001,17,0,0
22-12-2025,Tamil Nadu,Chennai,600005,6,0,0
22-12-2025,Tamil Nadu,Chennai,600014,9,0,0
22-12-2025,Tamil Nadu,Chennai,600015,4,0,0
22-12-2025,Tamil Nadu,Chennai,600020,6,0,0
22-12-2025,Tamil Nadu,Chennai,600021,20,0,0
22-12-2025,Tamil Nadu,Chennai,600023,11,0,0
22-12-2025,Tamil Nadu,Chennai,600030,4,0,0
22-12-2025,Tamil Nadu,Chennai,600038,2,0,0
22-12-2025,Tamil Nadu,Chennai,600050,1,0,0
22-12-2025,Tamil Nadu,Chennai,600085,1,0,0
22-12-2025,Tamil Nadu,Chennai,600088,1,0,0
22-12-2025,Tamil Nadu,Chennai,600089,2,0,0
22-12-2025,Tamil Nadu,Chennai,600103,1,0,0
22-12-2025,Tamil Nadu,Chennai,600106,6,0,0
22-12-2025,Tamil Nadu,Chennai,600107,2,0,0
22-12-2025,Tamil Nadu,Chennai,600113,1,0,0
23-12-2025,Tamil Nadu,Chennai,600002,4,0,0
23-12-2025,Tamil Nadu,Chennai,600006,1,0,0
23-12-2025,Tamil Nadu,Chennai,600021,7,0,0
23-12-2025,Tamil Nadu,Chennai,600032,2,0,0
23-12-2025,Tamil Nadu,Chennai,600041,1,0,0
23-12-2025,Tamil Nadu,Chennai,600061,1,0,0
23-12-2025,Tamil Nadu,Chennai,600100,1,0,0
23-12-2025,Tamil Nadu,Chennai,600106,2,0,0
23-12-2025,Tamil Nadu,Chennai,600119,4,0,0
24-12-2025,Tamil Nadu,Chennai,600001,3,1,0
24-12-2025,Tamil Nadu,Chennai,600020,0,0,1
24-12-2025,Tamil Nadu,Chennai,600036,0,0,3
24-12-2025,Tamil Nadu,Chennai,600042,2,0,0
24-12-2025,Tamil Nadu,Chennai,600087,0,0,1
24-12-2025,Tamil Nadu,Chennai,600089,2,0,0
24-12-2025,Tamil Nadu,Chennai,600100,1,0,3
24-12-2025,Tamil Nadu,Chennai,600129,0,1,0
25-12-2025,Tamil Nadu,Chennai,600004,1,0,0
25-12-2025,Tamil Nadu,Chennai,600013,3,0,0
25-12-2025,Tamil Nadu,Chennai,600017,1,0,0
25-12-2025,Tamil Nadu,Chennai,600082,1,0,0
25-12-2025,Tamil Nadu,Chennai,600083,0,1,0
25-12-2025,Tamil Nadu,Chennai,600093,2,0,0
25-12-2025,Tamil Nadu,Chennai,600099,2,0,0
25-12-2025,Tamil Nadu,Chennai,600100,0,1,0
