date,state,district,pincode,demo_age_5_17,demo_age_17_
06-11-2025,Tamil Nadu,Chennai,600038,0,7
06-11-2025,Tamil Nadu,Chennai,600039,10,43
06-11-2025,Tamil Nadu,Chennai,600041,3,33
06-11-2025,Tamil Nadu,Chennai,600051,0,3
06-11-2025,Tamil Nadu,Chennai,600066,0,4
06-11-2025,Tamil Nadu,Chennai,600077,0,3
06-11-2025,Tamil Nadu,Chennai,600083,5,16
06-11-2025,Tamil Nadu,Chennai,600084,0,3
06-11-2025,Tamil Nadu,Chennai,600088,0,5
06-11-2025,Tamil Nadu,Chennai,600091,2,21
06-11-2025,Tamil Nadu,Chennai,600094,4,29
06-11-2025,Tamil Nadu,Chennai,600099,3,32
06-11-2025,Tamil Nadu,Chennai,600113,4,7
06-11-2025,Tamil Nadu,Chennai,600114,0,3
06-11-2025,Tamil Nadu,Chennai,600118,10,46
06-11-2025,Tamil Nadu,Chennai,600119,1,10
06-11-2025,Tamil Nadu,Chennai,600125,0,12
05-11-2025,Tamil Nadu,Chennai,600002,3,13
05-11-2025,Tamil Nadu,Chennai,600017,1,14
05-11-2025,Tamil Nadu,Chennai,600018,1,6
05-11-2025,Tamil Nadu,Chennai,600021,11,48
05-11-2025,Tamil Nadu,Chennai,600023,1,22
05-11-2025,Tamil Nadu,Chennai,600031,2,1
05-11-2025,Tamil Nadu,Chennai,600032,1,4
05-11-2025,Tamil Nadu,Chennai,600033,0,11
05-11-2025,Tamil Nadu,Chennai,600035,1,4
05-11-2025,Tamil Nadu,Chennai,600061,1,3
05-11-2025,Tamil Nadu,Chennai,600085,0,3
05-11-2025,Tamil Nadu,Chennai,600090,2,2
05-11-2025,Tamil Nadu,Chennai,600096,1,9
05-11-2025,Tamil Nadu,Chennai,600100,0,4
05-11-2025,Tamil Nadu,Chennai,600103,0,3
05-11-2025,Tamil Nadu,Chennai,600106,0,14
05-11-2025,Tamil Nadu,Chennai,600119,1,15
07-11-2025,Tamil Nadu,Chennai,600001,8,72
07-11-2025,Tamil Nadu,Chennai,600007,2,18
07-11-2025,Tamil Nadu,Chennai,600012,2,54
07-11-2025,Tamil Nadu,Chennai,600017,3,27
07-11-2025,Tamil Nadu,Chennai,600037,1,7
07-11-2025,Tamil Nadu,Chennai,600057,0,6
07-11-2025,Tamil Nadu,Chennai,600078,5,37
07-11-2025,Tamil Nadu,Chennai,600083,0,27
07-11-2025,Tamil Nadu,Chennai,600087,0,10
07-11-2025,Tamil Nadu,Chennai,600100,0,5
07-11-2025,Tamil Nadu,Chennai,600106,3,15
07-11-2025,Tamil Nadu,Chennai,600119,4,19
07-11-2025,Tamil Nadu,Chennai,600125,2,10
11-11-2025,Tamil Nadu,Chennai,600006,0,7
11-11-2025,Tamil Nadu,Chennai,600007,2,17
11-11-2025,Tamil Nadu,Chennai,600008,0,3
11-11-2025,Tamil Nadu,Chennai,600011,4,45
11-11-2025,Tamil Nadu,Chennai,600012,9,93
11-11-2025,Tamil Nadu,Chennai,600018,1,4
11-11-2025,Tamil Nadu,Chennai,600019,0,29
11-11-2025,Tamil Nadu,Chennai,600020,0,16
11-11-2025,Tamil Nadu,Chennai,600031,1,4
11-11-2025,Tamil Nadu,Chennai,600032,1,11
11-11-2025,Tamil Nadu,Chennai,600041,4,39
11-11-2025,Tamil Nadu,Chennai,600049,1,33
11-11-2025,Tamil Nadu,Chennai,600061,2,9
11-11-2025,Tamil Nadu,Chennai,600087,1,6
11-11-2025,Tamil Nadu,Chennai,600089,1,8
11-11-2025,Tamil Nadu,Chennai,600095,1,15
11-11-2025,Tamil Nadu,Chennai,600112,0,11
11-11-2025,Tamil Nadu,Chennai,600116,1,10
11-11-2025,Tamil Nadu,Chennai,600117,0,2
11-11-2025,Tamil Nadu,Chennai,600126,0,1
11-11-2025,Tamil Nadu,Chennai,600129,1,13
10-11-2025,Tamil Nadu,Chennai,600005,6,46
10-11-2025,Tamil Nadu,Chennai,600007,1,16
10-11-2025,Tamil Nadu,Chennai,600011,4,42
10-11-2025,Tamil Nadu,Chennai,600017,5,21
10-11-2025,Tamil Nadu,Chennai,600024,1,22
10-11-2025,Tamil Nadu,Chennai,600026,0,13
10-11-2025,Tamil Nadu,Chennai,600030,0,11
10-11-2025,Tamil Nadu,Chennai,600037,1,3
10-11-2025,Tamil Nadu,Chennai,600053,0,1
10-11-2025,Tamil Nadu,Chennai,600057,0,3
10-11-2025,Tamil Nadu,Chennai,600066,1,9
10-11-2025,Tamil Nadu,Chennai,600083,2,19
10-11-2025,Tamil Nadu,Chennai,600086,1,1
10-11-2025,Tamil Nadu,Chennai,600088,2,4
10-11-2025,Tamil Nadu,Chennai,600107,1,19
10-11-2025,Tamil Nadu,Chennai,600108,0,3
10-11-2025,Tamil Nadu,Chennai,600114,0,2
10-11-2025,Tamil Nadu,Chennai,600129,0,11
04-11-2025,Tamil Nadu,Chennai,600014,4,21
04-11-2025,Tamil Nadu,Chennai,600018,1,11
04-11-2025,Tamil Nadu,Chennai,600020,0,14
04-11-2025,Tamil Nadu,Chennai,600024,1,28
04-11-2025,Tamil Nadu,Chennai,600029,3,13
04-11-2025,Tamil Nadu,Chennai,600040,3,21
04-11-2025,Tamil Nadu,Chennai,600041,3,27
04-11-2025,Tamil Nadu,Chennai,600057,2,4
04-11-2025,Tamil Nadu,Chennai,600068,0,6
04-11-2025,Tamil Nadu,Chennai,600082,6,25
04-11-2025,Tamil Nadu,Chennai,600083,7,19
04-11-2025,Tamil Nadu,Chennai,600085,0,8
04-11-2025,Tamil Nadu,Chennai,600089,0,4
04-11-2025,Tamil Nadu,Chennai,600091,3,16
04-11-2025,Tamil Nadu,Chennai,600099,2,26
04-11-2025,Tamil Nadu,Chennai,600102,1,9
04-11-2025,Tamil Nadu,Chennai,600115,0,7
04-11-2025,Tamil Nadu,Chennai,600117,0,2
04-11-2025,Tamil Nadu,Chennai,600118,12,47
08-11-2025,Tamil Nadu,Chennai,600004,5,20
08-11-2025,Tamil Nadu,Chennai,600009,0,1
08-11-2025,Tamil Nadu,Chennai,600012,10,36
08-11-2025,Tamil Nadu,Chennai,600016,1,4
08-11-2025,Tamil Nadu,Chennai,600019,2,19
08-11-2025,Tamil Nadu,Chennai,600029,6,9
08-11-2025,Tamil Nadu,Chennai,600031,2,4
08-11-2025,Tamil Nadu,Chennai,600033,1,13
08-11-2025,Tamil Nadu,Chennai,600042,7,25
08-11-2025,Tamil Nadu,Chennai,600051,1,1
08-11-2025,Tamil Nadu,Chennai,600061,0,4
08-11-2025,Tamil Nadu,Chennai,600068,0,3
08-11-2025,Tamil Nadu,Chennai,600080,0,1
08-11-2025,Tamil Nadu,Chennai,600082,7,21
08-11-2025,Tamil Nadu,Chennai,600083,9,20
08-11-2025,Tamil Nadu,Chennai,600084,2,3
08-11-2025,Tamil Nadu,Chennai,600086,1,1
08-11-2025,Tamil Nadu,Chennai,600089,2,5
08-11-2025,Tamil Nadu,Chennai,600095,0,10
08-11-2025,Tamil Nadu,Chennai,600115,0,6
08-11-2025,Tamil Nadu,Chennai,600129,0,9
09-11-2025,Tamil Nadu,Chennai,600004,2,6
09-11-2025,Tamil Nadu,Chennai,600005,4,4
09-11-2025,Tamil Nadu,Chennai,600007,0,2
09-11-2025,Tamil Nadu,Chennai,600010,0,3
09-11-2025,Tamil Nadu,Chennai,600014,0,1
09-11-2025,Tamil Nadu,Chennai,600018,0,1
09-11-2025,Tamil Nadu,Chennai,600020,0,8
09-11-2025,Tamil Nadu,Chennai,600021,2,10
09-11-2025,Tamil Nadu,Chennai,600023,1,4
09-11-2025,Tamil Nadu,Chennai,600024,0,6
09-11-2025,Tamil Nadu,Chennai,600033,1,4
09-11-2025,Tamil Nadu,Chennai,600038,0,1
09-11-2025,Tamil Nadu,Chennai,600039,6,12
09-11-2025,Tamil Nadu,Chennai,600053,0,3
09-11-2025,Tamil Nadu,Chennai,600058,0,3
09-11-2025,Tamil Nadu,Chennai,600068,1,1
09-11-2025,Tamil Nadu,Chennai,600082,0,3
09-11-2025,Tamil Nadu,Chennai,600085,0,5
09-11-2025,Tamil Nadu,Chennai,600090,1,1
09-11-2025,Tamil Nadu,Chennai,600091,0,7
09-11-2025,Tamil Nadu,Chennai,600106,3,1
12-11-2025,Tamil Nadu,Chennai,600002,4,33
12-11-2025,Tamil Nadu,Chennai,600005,5,33
12-11-2025,Tamil Nadu,Chennai,600006,0,6
12-11-2025,Tamil Nadu,Chennai,600007,3,24
12-11-2025,Tamil Nadu,Chennai,600011,4,35
12-11-2025,Tamil Nadu,Chennai,600013,2,28
12-11-2025,Tamil Nadu,Chennai,600019,3,27
12-11-2025,Tamil Nadu,Chennai,600024,2,17
12-11-2025,Tamil Nadu,Chennai,600077,0,2
12-11-2025,Tamil Nadu,Chennai,600078,1,41
12-11-2025,Tamil Nadu,Chennai,600080,2,8
12-11-2025,Tamil Nadu,Chennai,600084,1,4
12-11-2025,Tamil Nadu,Chennai,600091,2,24
12-11-2025,Tamil Nadu,Chennai,600092,2,28
12-11-2025,Tamil Nadu,Chennai,600093,1,13
12-11-2025,Tamil Nadu,Chennai,600096,2,19
12-11-2025,Tamil Nadu,Chennai,600118,7,61
12-11-2025,Tamil Nadu,Chennai,600125,3,13
13-11-2025,Tamil Nadu,Chennai,600012,11,72
13-11-2025,Tamil Nadu,Chennai,600017,1,16
13-11-2025,Tamil Nadu,Chennai,600031,0,9
13-11-2025,Tamil Nadu,Chennai,600033,1,32
13-11-2025,Tamil Nadu,Chennai,600042,2,35
13-11-2025,Tamil Nadu,Chennai,600051,0,1
13-11-2025,Tamil Nadu,Chennai,600053,0,2
13-11-2025,Tamil Nadu,Chennai,600057,0,2
13-11-2025,Tamil Nadu,Chennai,600085,0,8
13-11-2025,Tamil Nadu,Chennai,600093,0,9
13-11-2025,Tamil Nadu,Chennai,600094,3,24
13-11-2025,Tamil Nadu,Chennai,600097,0,7
13-11-2025,Tamil Nadu,Chennai,600106,0,16
13-11-2025,Tamil Nadu,Chennai,600108,1,2
13-11-2025,Tamil Nadu,Chennai,600116,2,12
14-11-2025,Tamil Nadu,Chennai,600011,3,26
14-11-2025,Tamil Nadu,Chennai,600014,5,22
14-11-2025,Tamil Nadu,Chennai,600019,2,26
14-11-2025,Tamil Nadu,Chennai,600021,3,56
14-11-2025,Tamil Nadu,Chennai,600026,2,13
14-11-2025,Tamil Nadu,Chennai,600030,1,8
14-11-2025,Tamil Nadu,Chennai,600032,0,10
14-11-2025,Tamil Nadu,Chennai,600034,1,15
14-11-2025,Tamil Nadu,Chennai,600039,5,62
14-11-2025,Tamil Nadu,Chennai,600049,6,9
14-11-2025,Tamil Nadu,Chennai,600050,0,9
14-11-2025,Tamil Nadu,Chennai,600053,0,2
14-11-2025,Tamil Nadu,Chennai,600078,6,52
14-11-2025,Tamil Nadu,Chennai,600087,2,14
14-11-2025,Tamil Nadu,Chennai,600100,1,8
14-11-2025,Tamil Nadu,Chennai,600117,0,3
14-11-2025,Tamil Nadu,Chennai,600119,6,24
26-12-2025,Tamil Nadu,Chennai,600126,0,2
25-12-2025,Tamil Nadu,Chennai,600061,5,9
27-12-2025,Tamil Nadu,Chennai,600126,0,1
29-12-2025,Tamil Nadu,Chennai,600011,4,25
29-12-2025,Tamil Nadu,Chennai,600013,2,20
29-12-2025,Tamil Nadu,Chennai,600014,3,16
29-12-2025,Tamil Nadu,Chennai,600021,7,58
29-12-2025,Tamil Nadu,Chennai,600039,7,46
29-12-2025,Tamil Nadu,Chennai,600041,3,33
29-12-2025,Tamil Nadu,Chennai,600057,0,1
29-12-2025,Tamil Nadu,Chennai,600060,0,6
29-12-2025,Tamil Nadu,Chennai,600089,1,2
29-12-2025,Tamil Nadu,Chennai,600095,2,9
29-12-2025,Tamil Nadu,Chennai,600107,1,10
29-12-2025,Tamil Nadu,Chennai,600112,1,6
29-12-2025,Tamil Nadu,Chennai,600113,1,8
29-12-2025,Tamil Nadu,Chennai,600117,0,1
29-12-2025,Tamil Nadu,Chennai,600129,0,16
28-12-2025,Tamil Nadu,Chennai,600004,5,29
28-12-2025,Tamil Nadu,Chennai,600012,6,41
28-12-2025,Tamil Nadu,Chennai,600019,3,15
28-12-2025,Tamil Nadu,Chennai,600021,2,34
28-12-2025,Tamil Nadu,Chennai,600026,2,18
28-12-2025,Tamil Nadu,Chennai,600028,1,21
28-12-2025,Tamil Nadu,Chennai,600041,3,39
28-12-2025,Tamil Nadu,Chennai,600049,5,14
28-12-2025,Tamil Nadu,Chennai,600050,0,7
28-12-2025,Tamil Nadu,Chennai,600058,0,4
28-12-2025,Tamil Nadu,Chennai,600061,0,10
28-12-2025,Tamil Nadu,Chennai,600068,1,2
28-12-2025,Tamil Nadu,Chennai,600085,1,10
28-12-2025,Tamil Nadu,Chennai,600089,0,3
28-12-2025,Tamil Nadu,Chennai,600099,2,35
28-12-2025,Tamil Nadu,Chennai,600100,1,3
28-12-2025,Tamil Nadu,Chennai,600102,1,4
28-12-2025,Tamil Nadu,Chennai,600108,0,1
28-12-2025,Tamil Nadu,Chennai,600113,1,5
28-12-2025,Tamil Nadu,Chennai,600117,0,7
28-12-2025,Tamil Nadu,Chennai,600118,5,63
31-12-2025,Tamil Nadu,Chennai,600002,4,14
31-12-2025,Tamil Nadu,Chennai,600010,0,13
31-12-2025,Tamil Nadu,Chennai,600017,0,21
31-12-2025,Tamil Nadu,Chennai,600018,3,15
31-12-2025,Tamil Nadu,Chennai,600030,1,10
31-12-2025,Tamil Nadu,Chennai,600032,0,17
31-12-2025,Tamil Nadu,Chennai,600039,5,36
31-12-2025,Tamil Nadu,Chennai,600040,1,18
31-12-2025,Tamil Nadu,Chennai,600041,4,32
31-12-2025,Tamil Nadu,Chennai,600061,0,7
31-12-2025,Tamil Nadu,Chennai,600066,3,3
31-12-2025,Tamil Nadu,Chennai,600068,0,3
31-12-2025,Tamil Nadu,Chennai,600103,0,2
01-01-2026,Tamil Nadu,Chennai,600002,7,19
01-01-2026,Tamil Nadu,Chennai,600006,2,5
01-01-2026,Tamil Nadu,Chennai,600019,3,8
01-01-2026,Tamil Nadu,Chennai,600020,0,10
01-01-2026,Tamil Nadu,Chennai,600024,2,22
01-01-2026,Tamil Nadu,Chennai,600028,4,14
01-01-2026,Tamil Nadu,Chennai,600033,2,27
01-01-2026,Tamil Nadu,Chennai,600035,0,5
01-01-2026,Tamil Nadu,Chennai,600039,2,28
01-01-2026,Tamil Nadu,Chennai,600078,2,27
01-01-2026,Tamil Nadu,Chennai,600081,5,27
01-01-2026,Tamil Nadu,Chennai,600090,0,6
01-01-2026,Tamil Nadu,Chennai,600091,3,23
01-01-2026,Tamil Nadu,Chennai,600096,1,6
01-01-2026,Tamil Nadu,Chennai,600097,2,13
01-01-2026,Tamil Nadu,Chennai,600103,0,3
01-01-2026,Tamil Nadu,Chennai,600116,3,11
01-01-2026,Tamil Nadu,Chennai,600129,0,11
02-01-2026,Tamil Nadu,Chennai,600007,2,14
02-01-2026,Tamil Nadu,Chennai,600017,2,24
02-01-2026,Tamil Nadu,Chennai,600018,1,6
02-01-2026,Tamil Nadu,Chennai,600023,4,19
02-01-2026,Tamil Nadu,Chennai,600031,0,2
02-01-2026,Tamil Nadu,Chennai,600034,2,13
02-01-2026,Tamil Nadu,Chennai,600042,1,24
02-01-2026,Tamil Nadu,Chennai,600053,0,5
02-01-2026,Tamil Nadu,Chennai,600095,2,10
02-01-2026,Tamil Nadu,Chennai,600096,2,15
02-01-2026,Tamil Nadu,Chennai,600100,3,9
02-01-2026,Tamil Nadu,Chennai,600102,1,3
03-01-2026,Tamil Nadu,Chennai,600004,0,3
03-01-2026,Tamil Nadu,Chennai,600006,0,1
03-01-2026,Tamil Nadu,Chennai,600015,0,3
03-01-2026,Tamil Nadu,Chennai,600023,0,1
03-01-2026,Tamil Nadu,Chennai,600026,0,3
03-01-2026,Tamil Nadu,Chennai,600031,1,2
03-01-2026,Tamil Nadu,Chennai,600033,0,4
03-01-2026,Tamil Nadu,Chennai,600034,0,4
03-01-2026,Tamil Nadu,Chennai,600035,0,1
03-01-2026,Tamil Nadu,Chennai,600037,0,2
03-01-2026,Tamil Nadu,Chennai,600081,1,14
03-01-2026,Tamil Nadu,Chennai,600093,0,3
03-01-2026,Tamil Nadu,Chennai,600096,0,3
03-01-2026,Tamil Nadu,Chennai,600097,0,2
03-01-2026,Tamil Nadu,Chennai,600099,1,1
03-01-2026,Tamil Nadu,Chennai,600116,0,1
20-12-2025,Tamil Nadu,Chennai,600051,0,0
25-11-2025,Tamil Nadu,Chennai,600110,0,1
28-11-2025,Tamil Nadu,Chennai,600126,0,1
21-12-2025,Tamil Nadu,Chennai,600084,1,0
29-11-2025,Tamil Nadu,Chennai,600108,0,1
24-12-2025,Tamil Nadu,Chennai,600003,1,7
24-12-2025,Tamil Nadu,Chennai,600008,1,6
24-12-2025,Tamil Nadu,Chennai,600011,2,31
24-12-2025,Tamil Nadu,Chennai,600012,4,55
24-12-2025,Tamil Nadu,Chennai,600017,1,19
24-12-2025,Tamil Nadu,Chennai,600028,4,32
24-12-2025,Tamil Nadu,Chennai,600049,2,21
24-12-2025,Tamil Nadu,Chennai,600061,0,8
24-12-2025,Tamil Nadu,Chennai,600068,0,5
24-12-2025,Tamil Nadu,Chennai,600081,2,45
24-12-2025,Tamil Nadu,Chennai,600082,3,35
24-12-2025,Tamil Nadu,Chennai,600084,0,5
24-12-2025,Tamil Nadu,Chennai,600085,5,15
24-12-2025,Tamil Nadu,Chennai,600095,2,8
24-12-2025,Tamil Nadu,Chennai,600102,1,5
24-12-2025,Tamil Nadu,Chennai,600118,11,43
23-12-2025,Tamil Nadu,Chennai,600007,1,14
23-12-2025,Tamil Nadu,Chennai,600024,1,21
23-12-2025,Tamil Nadu,Chennai,600026,0,18
23-12-2025,Tamil Nadu,Chennai,600029,0,13
23-12-2025,Tamil Nadu,Chennai,600031,0,7
23-12-2025,Tamil Nadu,Chennai,600036,0,1
23-12-2025,Tamil Nadu,Chennai,600049,1,20
23-12-2025,Tamil Nadu,Chennai,600080,0,3
23-12-2025,Tamil Nadu,Chennai,600086,1,0
23-12-2025,Tamil Nadu,Chennai,600095,1,13
23-12-2025,Tamil Nadu,Chennai,600096,1,12
23-12-2025,Tamil Nadu,Chennai,600099,1,32
23-12-2025,Tamil Nadu,Chennai,600103,0,1
23-12-2025,Tamil Nadu,Chennai,600113,1,15
25-12-2025,Tamil Nadu,Chennai,600002,0,8
25-12-2025,Tamil Nadu,Chennai,600003,0,1
25-12-2025,Tamil Nadu,Chennai,600010,0,4
25-12-2025,Tamil Nadu,Chennai,600015,0,6
25-12-2025,Tamil Nadu,Chennai,600023,1,9
25-12-2025,Tamil Nadu,Chennai,600028,0,4
25-12-2025,Tamil Nadu,Chennai,600029,0,2
25-12-2025,Tamil Nadu,Chennai,600034,0,1
25-12-2025,Tamil Nadu,Chennai,600035,0,2
25-12-2025,Tamil Nadu,Chennai,600051,0,2
25-12-2025,Tamil Nadu,Chennai,600053,0,2
25-12-2025,Tamil Nadu,Chennai,600060,0,4
25-12-2025,Tamil Nadu,Chennai,600096,0,3
25-12-2025,Tamil Nadu,Chennai,600103,0,1
25-12-2025,Tamil Nadu,Chennai,600118,0,16
25-12-2025,Tamil Nadu,Chennai,600129,0,4
27-12-2025,Tamil Nadu,Chennai,600003,2,4
27-12-2025,Tamil Nadu,Chennai,600005,6,24
27-12-2025,Tamil Nadu,Chennai,600011,5,29
27-12-2025,Tamil Nadu,Chennai,600021,4,37
27-12-2025,Tamil Nadu,Chennai,600029,1,11
27-12-2025,Tamil Nadu,Chennai,600033,1,20
27-12-2025,Tamil Nadu,Chennai,600040,0,16
27-12-2025,Tamil Nadu,Chennai,600041,0,35
27-12-2025,Tamil Nadu,Chennai,600083,2,11
27-12-2025,Tamil Nadu,Chennai,600084,1,6
27-12-2025,Tamil Nadu,Chennai,600085,1,7
27-12-2025,Tamil Nadu,Chennai,600095,1,13
27-12-2025,Tamil Nadu,Chennai,600117,0,4
27-12-2025,Tamil Nadu,Chennai,600125,4,8
26-12-2025,Tamil Nadu,Chennai,600007,0,6
26-12-2025,Tamil Nadu,Chennai,600008,0,3
26-12-2025,Tamil Nadu,Chennai,600020,3,26
26-12-2025,Tamil Nadu,Chennai,600035,0,8
26-12-2025,Tamil Nadu,Chennai,600058,0,4
26-12-2025,Tamil Nadu,Chennai,600060,0,4
26-12-2025,Tamil Nadu,Chennai,600083,0,22
26-12-2025,Tamil Nadu,Chennai,600084,0,5
26-12-2025,Tamil Nadu,Chennai,600093,0,12
26-12-2025,Tamil Nadu,Chennai,600099,4,24
26-12-2025,Tamil Nadu,Chennai,600100,2,10
26-12-2025,Tamil Nadu,Chennai,600116,0,16
26-12-2025,Tamil Nadu,Chennai,600125,1,21
18-12-2025,Tamil Nadu,Chennai,600007,2,12
18-12-2025,Tamil Nadu,Chennai,600008,0,5
18-12-2025,Tamil Nadu,Chennai,600012,4,82
18-12-2025,Tamil Nadu,Chennai,600016,0,4
18-12-2025,Tamil Nadu,Chennai,600026,2,12
18-12-2025,Tamil Nadu,Chennai,600032,0,17
18-12-2025,Tamil Nadu,Chennai,600050,0,10
18-12-2025,Tamil Nadu,Chennai,600053,1,4
18-12-2025,Tamil Nadu,Chennai,600057,0,1
18-12-2025,Tamil Nadu,Chennai,600068,1,6
18-12-2025,Tamil Nadu,Chennai,600083,2,31
18-12-2025,Tamil Nadu,Chennai,600085,0,9
18-12-2025,Tamil Nadu,Chennai,600088,1,11
18-12-2025,Tamil Nadu,Chennai,600092,6,23
18-12-2025,Tamil Nadu,Chennai,600100,0,3
18-12-2025,Tamil Nadu,Chennai,600106,4,17
18-12-2025,Tamil Nadu,Chennai,600107,7,21
18-12-2025,Tamil Nadu,Chennai,600114,0,3
19-12-2025,Tamil Nadu,Chennai,600001,3,49
19-12-2025,Tamil Nadu,Chennai,600011,1,35
19-12-2025,Tamil Nadu,Chennai,600012,5,73
19-12-2025,Tamil Nadu,Chennai,600013,1,23
19-12-2025,Tamil Nadu,Chennai,600024,3,26
19-12-2025,Tamil Nadu,Chennai,600026,1,12
19-12-2025,Tamil Nadu,Chennai,600028,2,24
19-12-2025,Tamil Nadu,Chennai,600035,0,3
19-12-2025,Tamil Nadu,Chennai,600036,0,2
19-12-2025,Tamil Nadu,Chennai,600053,0,4
19-12-2025,Tamil Nadu,Chennai,600080,0,2
19-12-2025,Tamil Nadu,Chennai,600081,2,44
19-12-2025,Tamil Nadu,Chennai,600085,0,9
19-12-2025,Tamil Nadu,Chennai,600087,0,5
19-12-2025,Tamil Nadu,Chennai,600089,0,4
19-12-2025,Tamil Nadu,Chennai,600091,1,21
19-12-2025,Tamil Nadu,Chennai,600106,0,31
19-12-2025,Tamil Nadu,Chennai,600108,0,1
19-12-2025,Tamil Nadu,Chennai,600117,0,2
19-12-2025,Tamil Nadu,Chennai,600126,0,3
20-12-2025,Tamil Nadu,Chennai,600001,2,41
20-12-2025,Tamil Nadu,Chennai,600015,2,29
20-12-2025,Tamil Nadu,Chennai,600017,1,23
20-12-2025,Tamil Nadu,Chennai,600018,2,6
20-12-2025,Tamil Nadu,Chennai,600020,4,16
20-12-2025,Tamil Nadu,Chennai,600031,3,3
20-12-2025,Tamil Nadu,Chennai,600049,3,19
20-12-2025,Tamil Nadu,Chennai,600060,0,7
20-12-2025,Tamil Nadu,Chennai,600061,2,4
20-12-2025,Tamil Nadu,Chennai,600085,0,4
20-12-2025,Tamil Nadu,Chennai,600087,0,2
20-12-2025,Tamil Nadu,Chennai,600089,0,6
20-12-2025,Tamil Nadu,Chennai,600096,2,7
20-12-2025,Tamil Nadu,Chennai,600099,0,23
20-12-2025,Tamil Nadu,Chennai,600102,0,2
20-12-2025,Tamil Nadu,Chennai,600103,0,1
20-12-2025,Tamil Nadu,Chennai,600106,1,24
20-12-2025,Tamil Nadu,Chennai,600113,2,2
20-12-2025,Tamil Nadu,Chennai,600119,2,16
14-11-2025,Tamil Nadu,Chennai,600114,0,2
16-11-2025,Tamil Nadu,Chennai,600077,0,2
16-11-2025,Tamil Nadu,Chennai,600126,0,2
19-11-2025,Tamil Nadu,Chennai,600066,0,1
01-12-2025,Tamil Nadu,Chennai,600103,1,2
02-12-2025,Tamil Nadu,Chennai,600077,1,1
08-12-2025,Tamil Nadu,Chennai,600117,0,1
13-12-2025,Tamil Nadu,Chennai,600117,0,1
14-12-2025,Tamil Nadu,Chennai,600077,0,1
21-12-2025,Tamil Nadu,Chennai,600002,1,6
21-12-2025,Tamil Nadu,Chennai,600021,2,14
21-12-2025,Tamil Nadu,Chennai,600023,0,16
21-12-2025,Tamil Nadu,Chennai,600032,0,6
21-12-2025,Tamil Nadu,Chennai,600037,2,2
21-12-2025,Tamil Nadu,Chennai,600041,0,15
21-12-2025,Tamil Nadu,Chennai,600042,1,19
21-12-2025,Tamil Nadu,Chennai,600049,0,11
21-12-2025,Tamil Nadu,Chennai,600061,0,1
21-12-2025,Tamil Nadu,Chennai,600082,0,10
21-12-2025,Tamil Nadu,Chennai,600092,0,4
21-12-2025,Tamil Nadu,Chennai,600097,0,8
22-12-2025,Tamil Nadu,Chennai,600002,0,22
22-12-2025,Tamil Nadu,Chennai,600010,0,21
22-12-2025,Tamil Nadu,Chennai,600011,3,38
22-12-2025,Tamil Nadu,Chennai,600012,4,68
22-12-2025,Tamil Nadu,Chennai,600013,1,18
22-12-2025,Tamil Nadu,Chennai,600018,2,8
22-12-2025,Tamil Nadu,Chennai,600019,0,24
22-12-2025,Tamil Nadu,Chennai,600031,2,9
22-12-2025,Tamil Nadu,Chennai,600040,0,25
22-12-2025,Tamil Nadu,Chennai,600051,0,1
22-12-2025,Tamil Nadu,Chennai,600066,1,3
22-12-2025,Tamil Nadu,Chennai,600117,1,2
22-12-2025,Tamil Nadu,Chennai,600129,0,15
13-12-2025,Tamil Nadu,Chennai,600004,6,19
13-12-2025,Tamil Nadu,Chennai,600008,0,3
13-12-2025,Tamil Nadu,Chennai,600013,3,9
13-12-2025,Tamil Nadu,Chennai,600014,7,27
13-12-2025,Tamil Nadu,Chennai,600015,6,24
13-12-2025,Tamil Nadu,Chennai,600020,4,12
13-12-2025,Tamil Nadu,Chennai,600021,7,59
13-12-2025,Tamil Nadu,Chennai,600028,1,22
13-12-2025,Tamil Nadu,Chennai,600029,2,9
13-12-2025,Tamil Nadu,Chennai,600032,1,10
13-12-2025,Tamil Nadu,Chennai,600035,3,8
13-12-2025,Tamil Nadu,Chennai,600037,1,6
13-12-2025,Tamil Nadu,Chennai,600050,1,5
13-12-2025,Tamil Nadu,Chennai,600051,1,1
13-12-2025,Tamil Nadu,Chennai,600053,0,2
13-12-2025,Tamil Nadu,Chennai,600061,1,7
13-12-2025,Tamil Nadu,Chennai,600085,1,10
13-12-2025,Tamil Nadu,Chennai,600087,0,6
13-12-2025,Tamil Nadu,Chennai,600088,0,5
13-12-2025,Tamil Nadu,Chennai,600095,0,7
13-12-2025,Tamil Nadu,Chennai,600102,1,4
13-12-2025,Tamil Nadu,Chennai,600106,1,9
13-12-2025,Tamil Nadu,Chennai,600108,0,2
14-12-2025,Tamil Nadu,Chennai,600002,2,5
14-12-2025,Tamil Nadu,Chennai,600013,0,2
14-12-2025,Tamil Nadu,Chennai,600017,1,3
14-12-2025,Tamil Nadu,Chennai,600028,0,4
14-12-2025,Tamil Nadu,Chennai,600035,0,1
14-12-2025,Tamil Nadu,Chennai,600037,0,3
14-12-2025,Tamil Nadu,Chennai,600049,0,9
14-12-2025,Tamil Nadu,Chennai,600088,0,2
14-12-2025,Tamil Nadu,Chennai,600090,0,1
14-12-2025,Tamil Nadu,Chennai,600096,1,6
14-12-2025,Tamil Nadu,Chennai,600100,0,1
14-12-2025,Tamil Nadu,Chennai,600125,1,2
